Initial.Definition,Study,Zhao.ND.1,Zhao.FD.1,specie i,specie j,Kingdom,Treatment,a_ii_AP,a_jj_AP,a_ij_AP,a_ji_AP,Si,Sj,Lambdai,Lambdaj,gii,gjj,gij,gji,a_ii_LV,a_jj_LV,a_ij_LV,a_ji_LV,a_ii_AP_expo,a_jj_AP_expo,a_ij_AP_expo,a_ji_AP_expo,Model use
Godoy,Godoy & al. 2014,,,SACA,CLPU,Plant,Control,0.574845128,0.29194102,,0.012113,,,368.4726321,4.440791483,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,ERBO,Plant,Control,0.574845128,5.42496308,4.56447212,0.29902257,,,368.4726321,1.318463047,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,ERCI,Plant,Control,0.574845128,1.28296777,3.53678047,,,,368.4726321,279.5609977,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,EUPE,Plant,Control,0.574845128,2.11653044,0.46933559,0.0092792,,,368.4726321,39.06629977,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,GECA,Plant,Control,0.574845128,0.33282495,0.95247786,0.03680607,,,368.4726321,2.665849213,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,HECO,Plant,Control,0.574845128,1.88081094,0.32761701,0.58294271,,,368.4726321,1044.834032,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,LACA,Plant,Control,0.574845128,0.36019167,0.2336813,0.32439348,,,368.4726321,22.45062579,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,LOPU,Plant,Control,0.574845128,0.88435764,1.38279793,0.15166162,,,368.4726321,19.56142037,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,LOWR,Plant,Control,0.574845128,0.59860742,0.74536638,0.78995508,,,368.4726321,163.2340547,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,MEPO,Plant,Control,0.574845128,0.0875983,0.33989876,0.20028639,,,368.4726321,16.01276853,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,AT,Plant,Control,0.574845128,2.01847529,0.41449731,0.47532437,,,368.4726321,14.63143066,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,PLER,Plant,Control,0.574845128,0.1395544,0.33841809,0.17143129,,,368.4726321,350.2555682,,,,,,,,,,,,,annual plant model
Godoy,Godoy & al. 2014,,,SACA,SACA,Plant,Control,0.574845128,0.57484513,0.57484513,0.57484513,,,368.4726321,368.4726321,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago alpi,Plantago alpi,Plant,diferent soil biota origin,0.21,0.21,0.22,0.22,,,321,252,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago alpi,Plantago lanceolata,Plant,Control,0.19,0.07,0.28,0.23,,,252,179,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago alpi,Poa alpi,Plant,diferent soil biota origin,0.21,2.82,4.72,0.07,,,321,4045,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago alpi,Poa trivialis,Plant,Control,0.19,2.14,5.44,0.03,,,252,4740,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa alpi,Plantago alpi,Plant,Control,2.82,0.21,0.23,4724,,,4045,252,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa alpi,Plantago lanceolata,Plant,diferent soil biota origin,0.39,0.07,0.11,0.91,,,1715,179,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa alpi,Poa alpi,Plant,Control,2.82,2.82,6.8,6797,,,4045,4045,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa alpi,Poa trivialis,Plant,diferent soil biota origin,0.39,2.14,1.65,1752,,,1715,4740,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago lanceolata,Plantago alpi,Plant,diferent soil biota origin,0.08,0.21,0.07,0.28,,,256,252,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago lanceolata,Plantago lanceolata,Plant,Control,0.07,0.07,0.01,0.01,,,179,179,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago lanceolata,Poa alpi,Plant,diferent soil biota origin,0.08,2.82,0.91,0.11,,,256,4045,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Plantago lanceolata,Poa trivialis,Plant,Control,0.07,2.14,0.27,0.03,,,179,4740,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa trivialis,Plantago alpi,Plant,Control,1.8,0.21,0.03,5436,,,4345,252,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa trivialis,Plantago lanceolata,Plant,diferent soil biota origin,2.14,0.07,0.03,0.27,,,4740,179,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa trivialis,Poa alpi,Plant,Control,1.8,2.82,1.75,1.65,,,4345,4045,,,,,,,,,,,,,annual plant model
Godoy,Cardiux & al.2018,,,Poa trivialis,Poa trivialis,Plant,diferent soil biota origin,2.14,2.14,1.59,1.59,,,4740,4740,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Bromus,Early Community,Plant,Control,0.1221,0.0018,0.0117,0.0132,,,646.5531225,3.795379538,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Bromus,Middle Community,Plant,Control,0.1221,0.0065,0.1262,0.004,,,651.0412413,125.3932584,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Bromus,Late Community,Plant,Control,0.1221,0.0236,0.0014,0.0009,,,655.5921053,291.7514811,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Centaurea,Early Community,Plant,Control,0.7748,0.0018,0.1035,0.002,,,2809.033833,3.841870824,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Centaurea,Middle Community,Plant,Control,0.7748,0.0065,0.1131,0.0177,,,2848.275862,126.1729791,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Centaurea,Late Community,Plant,Control,0.7748,0.0236,0.0147,0.0158,,,2888.629842,294.7513812,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Lactuca,Early Community,Plant,Control,0.0491,0.0018,0.3404,0.0025,,,4007.528958,3.88951522,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Lactuca,Middle Community,Plant,Control,0.0491,0.0065,33,0.0071,,,4065.078329,126.9624573,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Lactuca,Late Community,Plant,Control,0.0491,0.0236,0.015,0.1554,,,4124.304636,297.8136145,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Early Community,Bromus,Plant,Control,0.0018,0.1221,0.0132,0.0117,,,3.795379538,646.5531225,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Early Community,Centaurea,Plant,Control,0.0018,0.7748,0.004,0.1262,,,3.841870824,2809.033833,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Early Community,Lactuca,Plant,Control,0.0018,0.0491,0.0009,0.0014,,,3.88951522,4007.528958,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Middle Community,Bromus,Plant,Control,0.0065,0.1221,0.002,0.1035,,,125.3932584,651.0412413,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Middle Community,Centaurea,Plant,Control,0.0065,0.7748,0.0177,0.1131,,,126.1729791,2848.275862,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Middle Community,Lactuca,Plant,Control,0.0065,0.0491,0.0158,0.0147,,,126.9624573,4065.078329,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Late Community,Bromus,Plant,Control,0.0236,0.1221,0.0025,0.3404,,,291.7514811,655.5921053,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Late Community,Centaurea,Plant,Control,0.0236,0.7748,0.0071,32.678,,,294.7513812,2888.629842,,,,,,,,,,,,,annual plant model
Godoy,Godoy &Levine.2014,,,Late Community,Lactuca,Plant,Control,0.0236,0.0491,0.1554,0.015,,,297.8136145,4124.304636,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,A. calendula,Plant,Control B,0.008125,1.98E-08,0.000153,0.00000847,,,0.524068518,0.61484145,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,A. calendula,Plant,Control B,0.170994,1.98E-08,0.774829,0.0000273,,,8.164488608,0.61484145,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,A. calendula,Plant,Control B,0.027379,1.98E-08,0.000211,0.37996,,,27.760539,0.61484145,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,H. glabra,Plant,Control B,1.98E-08,0.008125,0.00000847,0.000153,,,0.61484145,0.524068518,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,H. glabra,Plant,Control B,0.170994,0.008125,0.056513,0.000314,,,8.164488608,0.524068518,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,H. glabra,Plant,Control B,0.027379,0.008125,6.95E-09,0.039901,,,27.760539,0.524068518,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,T.cyanopetala,Plant,Control B,1.98E-08,0.170994,0.0000273,0.774829,,,0.61484145,8.164488608,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,T.cyanopetala,Plant,Control B,0.008125,0.170994,0.000314,0.056513,,,0.524068518,8.164488608,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,T.cyanopetala,Plant,Control B,0.027379,0.170994,0.002083,0.010127,,,27.760539,8.164488608,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,W. acumita,Plant,Control B,1.98E-08,0.027379,0.37996,0.000211,,,0.61484145,27.760539,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,W. acumita,Plant,Control B,0.008125,0.027379,0.039901,6.95E-09,,,0.524068518,27.760539,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,W. acumita,Plant,Control B,0.170994,0.027379,0.010127,0.002083,,,8.164488608,27.760539,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,A. calendula,Plant,Control P,0.001012,0.000154,0.000444,0.000838,,,0.41154,0.539303786,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,A. calendula,Plant,Control P,0.006493,0.000154,2.19E-16,0.00053,,,9.534283551,0.539303786,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,A. calendula,Plant,Control P,0.013964,0.000154,0.0000101,0.000576,,,28.71598,0.539303786,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,H. glabra,Plant,Control P,0.000154,0.001012,0.000838,0.000444,,,0.539303786,0.41154,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,H. glabra,Plant,Control P,0.006493,0.001012,0.148252,0.006736,,,9.534283551,0.41154,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,H. glabra,Plant,Control P,0.013964,0.001012,0.126443,0.027912,,,28.71598,0.41154,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,T.cyanopetala,Plant,Control P,0.000154,0.006493,0.00053,2.19E-16,,,0.539303786,9.534283551,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,T.cyanopetala,Plant,Control P,0.001012,0.006493,0.006736,0.148252,,,0.41154,9.534283551,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,T.cyanopetala,Plant,Control P,0.013964,0.006493,0.00000941,0.036506,,,28.71598,9.534283551,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,W. acumita,Plant,Control P,0.000154,0.013964,0.000576,0.0000101,,,0.539303786,28.71598,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,W. acumita,Plant,Control P,0.001012,0.013964,0.027912,0.126443,,,0.41154,28.71598,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,W. acumita,Plant,Control P,0.006493,0.013964,0.036506,0.00000941,,,9.534283551,28.71598,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,A. calendula,Plant,Watering B,0.007485,0.000363,0.00000208,0.0000441,,,0.672040805,0.414578806,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,A. calendula,Plant,Watering B,0.0093,0.000363,0.057814,0.043432,,,5.735811617,0.414578806,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,A. calendula,Plant,Watering B,0.046765,0.000363,0.029374,0.010138,,,29.7825,0.414578806,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,H. glabra,Plant,Watering B,0.000363,0.007485,0.0000441,0.00000208,,,0.414578806,0.672040805,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,H. glabra,Plant,Watering B,0.0093,0.007485,0.209493,2.66E-09,,,5.735811617,0.672040805,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,H. glabra,Plant,Watering B,0.046765,0.007485,0.143576,0.112709,,,29.7825,0.672040805,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,T.cyanopetala,Plant,Watering B,0.000363,0.0093,0.043432,0.057814,,,0.414578806,5.735811617,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,T.cyanopetala,Plant,Watering B,0.007485,0.0093,2.66E-09,0.209493,,,0.672040805,5.735811617,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,T.cyanopetala,Plant,Watering B,0.046765,0.0093,0.118724,0.000998,,,29.7825,5.735811617,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,W. acumita,Plant,Watering B,0.000363,0.046765,0.010138,0.029374,,,0.414578806,29.7825,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,W. acumita,Plant,Watering B,0.007485,0.046765,0.112709,0.143576,,,0.672040805,29.7825,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,W. acumita,Plant,Watering B,0.0093,0.046765,0.000998,0.118724,,,5.735811617,29.7825,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,A. calendula,Plant,Watering P,0.084382,0.03772,0.08368,0.0000212,,,0.475437,1.366704708,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,A. calendula,Plant,Watering P,0.075518,0.03772,2.50E-09,0.000973,,,24.63023251,1.366704708,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,A. calendula,Plant,Watering P,0.003594,0.03772,1.43E-09,0.187437,,,85.93788,1.366704708,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,H. glabra,Plant,Watering P,0.03772,0.08368,0.0000212,0.08368,,,1.366704708,0.475437,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,H. glabra,Plant,Watering P,0.075518,0.08368,0.060212,0.010196,,,24.63023251,0.475437,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,H. glabra,Plant,Watering P,0.003594,0.08368,0.0000321,0.021464,,,85.93788,0.475437,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,T.cyanopetala,Plant,Watering P,0.03772,0.075518,0.000973,2.50E-09,,,1.366704708,24.63023251,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,T.cyanopetala,Plant,Watering P,0.084382,0.075518,0.010196,0.060212,,,0.475437,24.63023251,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,W. acumita,T.cyanopetala,Plant,Watering P,0.003594,0.075518,0.678191,0.061709,,,85.93788,24.63023251,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,A. calendula,W. acumita,Plant,Watering P,0.03772,0.003594,0.187437,1.43E-09,,,1.366704708,85.93788,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,H. glabra,W. acumita,Plant,Watering P,0.084382,0.003594,0.021464,0.0000321,,,0.475437,85.93788,,,,,,,,,,,,,annual plant model
Godoy,Wainwright. 2018,,,T.cyanopetala,W. acumita,Plant,Watering P,0.075518,0.003594,0.061709,0.678191,,,24.63023251,85.93788,,,,,,,,,,,,,annual plant model
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,0.708516936,0.327181659,,,,,,,,,,,none
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,0.708516936,0.790585273,0.010807245,0.093418726,,,,,,,,,none
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,0.708516936,0.94002794,0.354031235,0.115607962,,,,,,,,,none
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.708516936,1.535167199,0.283804965,0.190659301,,,,,,,,,none
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,0.708516936,0.762561314,0.04708163,-0.029142773,,,,,,,,,none
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,0.708516936,0.907069415,-0.01,0.128641356,,,,,,,,,none
Carroll,Narwani & al.2018,,,Chlorella sorokinia,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,0.708516936,0.889388547,0.021687062,0.178335731,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,0.327181659,0.708516936,,,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,0.327181659,0.790585273,0.239303378,-0.034358683,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,0.327181659,0.94002794,0.39,0.047436919,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.327181659,1.535167199,-0.003529535,0.100103735,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,0.327181659,0.762561314,-0.048610481,0.150153878,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,0.327181659,0.907069415,0.1,0.037063406,,,,,,,,,none
Carroll,Narwani & al.2018,,,Coelastrum microporum,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,0.327181659,0.889388547,0.33879641,-0.17244688,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,0.790585273,0.708516936,0.093418726,0.010807245,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,0.790585273,0.327181659,-0.034358683,0.239303378,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,0.790585273,0.94002794,-0.103310641,0.299535912,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.790585273,1.535167199,0.003947387,0.315945536,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,0.790585273,0.762561314,0.10386494,0.225967587,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,0.790585273,0.907069415,0.047607208,0.151267241,,,,,,,,,none
Carroll,Narwani & al.2018,,,Cosmarium turpinii,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,0.790585273,0.889388547,0.118848975,-0.119318568,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,0.94002794,0.708516936,0.115607962,0.354031235,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,0.94002794,0.327181659,0.047436919,0.39,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,0.94002794,0.790585273,0.299535912,-0.103310641,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.94002794,1.535167199,0.154777447,0.354190666,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,0.94002794,0.762561314,-0.051859922,0.090035321,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,0.94002794,0.907069415,-0.051374581,0.216937068,,,,,,,,,none
Carroll,Narwani & al.2018,,,Elakatothrix viridis,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,0.94002794,0.889388547,-0.064406118,-0.062873048,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,1.535167199,0.708516936,0.190659301,0.283804965,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,1.535167199,0.327181659,0.100103735,-0.003529535,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,1.535167199,0.790585273,0.315945536,0.003947387,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,1.535167199,0.94002794,0.354190666,0.154777447,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,1.535167199,0.762561314,-0.075750674,-0.041895337,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,1.535167199,0.907069415,0.148465803,-0.046259547,,,,,,,,,none
Carroll,Narwani & al.2018,,,Scenedesmus acumitus,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,1.535167199,0.889388547,0.289583008,0.174071138,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,0.762561314,0.708516936,-0.029142773,0.04708163,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,0.762561314,0.327181659,0.150153878,-0.048610481,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,0.762561314,0.790585273,0.225967587,0.10386494,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,0.762561314,0.94002794,0.090035321,-0.051859922,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.762561314,1.535167199,-0.041895337,-0.075750674,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,0.762561314,0.907069415,-0.132478213,0.094990928,,,,,,,,,none
Carroll,Narwani & al.2018,,,Selestrum capricornutum,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,0.762561314,0.889388547,0.110372385,-0.154846625,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,0.907069415,0.708516936,0.128641356,-0.01,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,0.907069415,0.327181659,0.037063406,0.1,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,0.907069415,0.790585273,0.151267241,0.047607208,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,0.907069415,0.94002794,0.216937068,-0.051374581,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.907069415,1.535167199,-0.046259547,0.148465803,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,0.907069415,0.762561314,0.094990928,-0.132478213,,,,,,,,,none
Carroll,Narwani & al.2018,,,Staurastrum punctulatum,Tetraedron minimum,Phytoplankton,Control,,,,,,,,,0.907069415,0.889388547,0.033368852,0.250166528,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Chlorella sorokinia,Phytoplankton,Control,,,,,,,,,0.889388547,0.708516936,0.178335731,0.021687062,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Coelastrum microporum,Phytoplankton,Control,,,,,,,,,0.889388547,0.327181659,-0.17244688,0.33879641,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Cosmarium turpinii,Phytoplankton,Control,,,,,,,,,0.889388547,0.790585273,-0.119318568,0.118848975,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Elakatothrix viridis,Phytoplankton,Control,,,,,,,,,0.889388547,0.94002794,-0.062873048,-0.064406118,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Scenedesmus acumitus,Phytoplankton,Control,,,,,,,,,0.889388547,1.535167199,0.174071138,0.289583008,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Selestrum capricornutum,Phytoplankton,Control,,,,,,,,,0.889388547,0.762561314,-0.154846625,0.110372385,,,,,,,,,none
Carroll,Narwani & al.2018,,,Tetraedron minimum,Staurastrum punctulatum,Phytoplankton,Control,,,,,,,,,0.889388547,0.907069415,0.250166528,0.033368852,,,,,,,,,none
Carroll,Ocampo & al. 2018,,,Azolla pinta,Azolla rubra,Plant,Control,,,,,1.18972746,0.4099419,,,0.037688564,0.023211679,0.022238443,-0.004403893,,,,,,,,,none
